Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
O,REALTY INCOME REIT CORP,Real Estate,Equity,"396,215,631.00",0.1,"396,215,631.00","6,987,930.00",56.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
MET,METLIFE INC,Financials,Equity,"391,434,656.76",0.1,"391,434,656.76","6,001,758.00",65.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"390,262,326.72",0.1,"390,262,326.72","2,824,304.00",138.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
HES,HESS CORP,Energy,Equity,"388,981,851.51",0.1,"388,981,851.51","2,668,463.00",145.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"388,050,655.86",0.1,"388,050,655.86","2,923,389.00",132.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"387,624,362.76",0.1,"387,624,362.76","7,130,691.00",54.36,United States,NASDAQ,USD,1,USD,-
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"387,537,480.00",0.1,"387,537,480.00","3,262,100.00",118.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
OKE,ONEOK INC,Energy,Equity,"384,913,584.45",0.1,"384,913,584.45","5,623,281.00",68.45,United States,New York Stock Exchange Inc.,USD,1,USD,-
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"383,497,947.58",0.1,"383,497,947.58","6,373,574.00",60.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
D,DOMINION ENERGY INC,Utilities,Equity,"381,095,553.58",0.1,"381,095,553.58","8,077,481.00",47.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"377,959,594.32",0.1,"377,959,594.32","1,829,604.00",206.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"377,868,824.10",0.1,"377,868,824.10","7,423,749.00",50.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNC,CENTENE CORP,Health Care,Equity,"372,355,919.70",0.1,"372,355,919.70","5,156,570.00",72.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"370,141,746.80",0.1,"370,141,746.80","970,940.00",381.22,United States,NASDAQ,USD,1,USD,-
DOW,DOW INC,Materials,Equity,"369,533,235.04",0.1,"369,533,235.04","6,770,488.00",54.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"366,737,878.54",0.1,"366,737,878.54","1,560,122.00",235.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
URI,UNITED RENTALS INC,Industrials,Equity,"365,260,987.71",0.1,"365,260,987.71","654,273.00",558.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"364,140,823.50",0.1,"364,140,823.50","976,825.00",372.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"363,906,299.28",0.1,"363,906,299.28","5,148,646.00",70.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"360,956,080.31",0.09,"360,956,080.31","5,611,007.00",64.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"360,736,330.53",0.09,"360,736,330.53","3,082,953.00",117.01,United States,NASDAQ,USD,1,USD,-
AME,AMETEK INC,Industrials,Equity,"360,513,923.40",0.09,"360,513,923.40","2,227,870.00",161.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"359,282,047.17",0.09,"359,282,047.17","6,567,027.00",54.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"358,309,937.92",0.09,"358,309,937.92","4,840,064.00",74.03,United States,NASDAQ,USD,1,USD,-
PCG,PG&E CORP,Utilities,Equity,"357,519,461.04",0.09,"357,519,461.04","20,594,439.00",17.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"357,214,546.80",0.09,"357,214,546.80","3,484,680.00",102.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
FAST,FASTENAL,Industrials,Equity,"356,539,308.16",0.09,"356,539,308.16","5,515,769.00",64.64,United States,NASDAQ,USD,1,USD,-
SYY,SYSCO CORP,Consumer Staples,Equity,"356,507,896.50",0.09,"356,507,896.50","4,867,002.00",73.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
LEN,LENNAR A CORP,Consumer Discretionary,Equity,"354,450,877.20",0.09,"354,450,877.20","2,414,680.00",146.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
FTNT,FORTINET INC,Information Technology,Equity,"353,454,920.40",0.09,"353,454,920.40","6,152,392.00",57.45,United States,NASDAQ,USD,1,USD,-
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"349,152,947.92",0.09,"349,152,947.92","2,705,773.00",129.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"348,711,782.51",0.09,"348,711,782.51","3,950,513.00",88.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
KVUE,KENVUE INC,Consumer Staples,Equity,"348,538,027.00",0.09,"348,538,027.00","16,636,660.00",20.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
GWW,WW GRAINGER INC,Industrials,Equity,"347,948,296.02",0.09,"347,948,296.02","426,402.00",816.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"347,220,848.07",0.09,"347,220,848.07","863,669.00",402.03,United States,NASDAQ,USD,1,USD,-
BIIB,BIOGEN INC,Health Care,Equity,"347,097,421.44",0.09,"347,097,421.44","1,398,684.00",248.16,United States,NASDAQ,USD,1,USD,-
USD,USD CASH,Cash and/or Derivatives,Cash,"343,676,384.54",0.09,"343,676,384.54","343,676,385.00",100,United States,-,USD,1,USD,-
ALL,ALLSTATE CORP,Financials,Equity,"342,579,917.36",0.09,"342,579,917.36","2,526,028.00",135.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSGP,COSTAR GROUP INC,Real Estate,Equity,"340,972,101.00",0.09,"340,972,101.00","3,941,874.00",86.5,United States,NASDAQ,USD,1,USD,-
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"337,461,434.05",0.09,"337,461,434.05","4,157,465.00",81.17,United States,NASDAQ,USD,1,USD,-
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"336,744,435.20",0.09,"336,744,435.20","5,719,165.00",58.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"336,015,420.96",0.09,"336,015,420.96","1,106,916.00",303.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXC,EXELON CORP,Utilities,Equity,"334,482,676.10",0.09,"334,482,676.10","9,608,810.00",34.81,United States,NASDAQ,USD,1,USD,-
PPG,PPG INDUSTRIES INC,Materials,Equity,"333,045,536.40",0.09,"333,045,536.40","2,276,145.00",146.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
IT,GARTNER INC,Information Technology,Equity,"333,019,321.47",0.09,"333,019,321.47","752,433.00",442.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
BKR,BAKER HUGHES CLASS A,Energy,Equity,"330,534,581.05",0.09,"330,534,581.05","9,713,035.00",34.03,United States,NASDAQ,USD,1,USD,-
CMI,CUMMINS INC,Industrials,Equity,"329,104,210.38",0.09,"329,104,210.38","1,368,246.00",240.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"326,840,956.69",0.09,"326,840,956.69","1,399,927.00",233.47,United States,NASDAQ,USD,1,USD,-
KMI,KINDER MORGAN INC,Energy,Equity,"326,669,402.50",0.09,"326,669,402.50","18,666,823.00",17.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
XEL,XCEL ENERGY INC,Utilities,Equity,"326,573,600.76",0.09,"326,573,600.76","5,326,596.00",61.31,United States,NASDAQ,USD,1,USD,-
EA,ELECTRONIC ARTS INC,Communication,Equity,"322,711,221.93",0.08,"322,711,221.93","2,362,627.00",136.59,United States,NASDAQ,USD,1,USD,-
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"322,032,356.49",0.08,"322,032,356.49","2,242,409.00",143.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
COR,CENCORA INC,Health Care,Equity,"321,504,065.90",0.08,"321,504,065.90","1,609,210.00",199.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"320,206,643.40",0.08,"320,206,643.40","1,974,147.00",162.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTVA,CORTEVA INC,Materials,Equity,"316,935,556.68",0.08,"316,935,556.68","6,802,652.00",46.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAL,HALLIBURTON,Energy,Equity,"315,007,290.30",0.08,"315,007,290.30","8,639,805.00",36.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"313,713,761.04",0.08,"313,713,761.04","9,718,518.00",32.28,United States,NASDAQ,USD,1,USD,-
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"312,829,587.70",0.08,"312,829,587.70","2,513,495.00",124.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
VICI,VICI PPTYS INC,Real Estate,Equity,"310,770,357.28",0.08,"310,770,357.28","9,986,194.00",31.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"310,422,857.98",0.08,"310,422,857.98","2,039,438.00",152.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
DD,DUPONT DE NEMOURS INC,Materials,Equity,"304,154,027.80",0.08,"304,154,027.80","4,151,140.00",73.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
PWR,QUANTA SERVICES INC,Industrials,Equity,"298,574,153.50",0.08,"298,574,153.50","1,402,415.00",212.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"297,746,097.95",0.08,"297,746,097.95","3,332,357.00",89.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
IR,INGERSOLL RAND INC,Industrials,Equity,"292,551,080.98",0.08,"292,551,080.98","3,907,454.00",74.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"292,168,936.18",0.08,"292,168,936.18","4,810,157.00",60.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"291,146,875.76",0.08,"291,146,875.76","596,588.00",488.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDW,CDW CORP,Information Technology,Equity,"287,598,371.00",0.08,"287,598,371.00","1,293,100.00",222.41,United States,NASDAQ,USD,1,USD,-
KR,KROGER,Consumer Staples,Equity,"287,458,830.00",0.08,"287,458,830.00","6,387,974.00",45,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"285,101,716.40",0.07,"285,101,716.40","3,779,185.00",75.44,United States,NASDAQ,USD,1,USD,-
VMC,VULCAN MATERIALS,Materials,Equity,"283,685,689.18",0.07,"283,685,689.18","1,282,601.00",221.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
EFX,EQUIFAX INC,Industrials,Equity,"282,815,294.22",0.07,"282,815,294.22","1,189,399.00",237.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"282,594,042.64",0.07,"282,594,042.64","462,488.00",611.03,United States,NASDAQ,USD,1,USD,-
DVN,DEVON ENERGY CORP,Energy,Equity,"279,790,489.68",0.07,"279,790,489.68","6,184,582.00",45.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRNA,MODERNA INC,Health Care,Equity,"275,981,759.04",0.07,"275,981,759.04","3,202,016.00",86.19,United States,NASDAQ,USD,1,USD,-
FICO,FAIR ISAAC CORP,Information Technology,Equity,"275,579,514.90",0.07,"275,579,514.90","238,566.00","1,155.15",United States,New York Stock Exchange Inc.,USD,1,USD,-
KHC,KRAFT HEINZ,Consumer Staples,Equity,"275,122,883.75",0.07,"275,122,883.75","7,695,745.00",35.75,United States,NASDAQ,USD,1,USD,-
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"274,906,658.49",0.07,"274,906,658.49","2,275,529.00",120.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"273,104,343.06",0.07,"273,104,343.06","2,118,566.00",128.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"271,172,443.82",0.07,"271,172,443.82","2,017,502.00",134.41,United States,NASDAQ,USD,1,USD,-
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"269,229,828.45",0.07,"269,229,828.45","1,727,715.00",155.83,United States,NASDAQ,USD,1,USD,-
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"268,532,315.94",0.07,"268,532,315.94","1,714,109.00",156.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"265,156,396.19",0.07,"265,156,396.19","3,602,179.00",73.61,United States,NASDAQ,USD,1,USD,-
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"264,026,028.28",0.07,"264,026,028.28","2,942,122.00",89.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"259,770,357.88",0.07,"259,770,357.88","2,413,774.00",107.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSY,HERSHEY FOODS,Consumer Staples,Equity,"259,731,869.76",0.07,"259,731,869.76","1,446,813.00",179.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"256,500,021.90",0.07,"256,500,021.90","1,041,413.00",246.3,United States,NASDAQ,USD,1,USD,-
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"255,252,083.80",0.07,"255,252,083.80","1,370,849.00",186.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
XYL,XYLEM INC,Industrials,Equity,"255,211,960.30",0.07,"255,211,960.30","2,327,090.00",109.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
EIX,EDISON INTERNATIONAL,Utilities,Equity,"254,437,790.49",0.07,"254,437,790.49","3,699,837.00",68.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
DAL,DELTA AIR LINES INC,Industrials,Equity,"250,562,188.06",0.07,"250,562,188.06","6,211,259.00",40.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
HPQ,HP INC,Information Technology,Equity,"250,082,968.77",0.07,"250,082,968.77","8,394,863.00",29.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"249,764,172.68",0.07,"249,764,172.68","21,420,598.00",11.66,United States,NASDAQ,USD,1,USD,-
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"249,610,301.37",0.07,"249,610,301.37","714,213.00",349.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"249,038,281.50",0.07,"249,038,281.50","3,044,850.00",81.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
ANSS,ANSYS INC,Information Technology,Equity,"248,604,617.64",0.07,"248,604,617.64","837,786.00",296.74,United States,NASDAQ,USD,1,USD,-
MTD,METTLER TOLEDO INC,Health Care,Equity,"248,445,252.30",0.07,"248,445,252.30","209,314.00","1,186.95",United States,New York Stock Exchange Inc.,USD,1,USD,-
RMD,RESMED INC,Health Care,Equity,"247,012,348.32",0.06,"247,012,348.32","1,419,856.00",173.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"245,833,237.20",0.06,"245,833,237.20","1,879,459.00",130.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
FTV,FORTIVE CORP,Industrials,Equity,"242,891,902.00",0.06,"242,891,902.00","3,392,345.00",71.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"242,071,680.00",0.06,"242,071,680.00","2,017,264.00",120,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"241,161,165.08",0.06,"241,161,165.08","1,526,723.00",157.96,United States,NASDAQ,USD,1,USD,-
WY,WEYERHAEUSER REIT,Real Estate,Equity,"240,288,991.80",0.06,"240,288,991.80","7,046,598.00",34.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"237,085,262.55",0.06,"237,085,262.55","2,473,503.00",95.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
APTV,APTIV PLC,Consumer Discretionary,Equity,"236,564,195.28",0.06,"236,564,195.28","2,730,427.00",86.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
CAH,CARDINAL HEALTH INC,Health Care,Equity,"235,818,671.76",0.06,"235,818,671.76","2,379,123.00",99.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"234,494,545.92",0.06,"234,494,545.92","995,646.00",235.52,United States,NASDAQ,USD,1,USD,-
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,Equity,"230,841,064.96",0.06,"230,841,064.96","2,903,296.00",79.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"228,611,789.56",0.06,"228,611,789.56","2,157,122.00",105.98,United States,NASDAQ,USD,1,USD,-
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"226,938,398.58",0.06,"226,938,398.58","475,194.00",477.57,United States,NASDAQ,USD,1,USD,-
STT,STATE STREET CORP,Financials,Equity,"226,531,047.60",0.06,"226,531,047.60","2,978,712.00",76.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
FITB,FIFTH THIRD BANCORP,Financials,Equity,"223,573,747.65",0.06,"223,573,747.65","6,573,765.00",34.01,United States,NASDAQ,USD,1,USD,-
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"222,991,914.08",0.06,"222,991,914.08","1,135,628.00",196.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
GLW,CORNING INC,Information Technology,Equity,"220,507,565.25",0.06,"220,507,565.25","7,412,019.00",29.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"218,928,715.58",0.06,"218,928,715.58","1,043,611.00",209.78,United States,NASDAQ,USD,1,USD,-
DTE,DTE ENERGY,Utilities,Equity,"217,607,374.60",0.06,"217,607,374.60","1,990,190.00",109.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"217,422,906.12",0.06,"217,422,906.12","2,378,286.00",91.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"216,019,478.91",0.06,"216,019,478.91","1,729,401.00",124.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
EBAY,EBAY INC,Consumer Discretionary,Equity,"215,322,837.24",0.06,"215,322,837.24","5,009,838.00",42.98,United States,NASDAQ,USD,1,USD,-
MTB,M&T BANK CORP,Financials,Equity,"214,602,580.40",0.06,"214,602,580.40","1,601,990.00",133.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"212,439,606.72",0.06,"212,439,606.72","2,081,109.00",102.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
NVR,NVR INC,Consumer Discretionary,Equity,"210,125,032.32",0.06,"210,125,032.32","30,688.00","6,847.14",United States,New York Stock Exchange Inc.,USD,1,USD,-
ILMN,ILLUMINA INC,Health Care,Equity,"209,850,176.80",0.05,"209,850,176.80","1,532,872.00",136.9,United States,NASDAQ,USD,1,USD,-
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"207,296,726.58",0.05,"207,296,726.58","12,383,317.00",16.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
STE,STERIS,Health Care,Equity,"204,998,889.75",0.05,"204,998,889.75","953,705.00",214.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
ES,EVERSOURCE ENERGY,Utilities,Equity,"204,106,615.23",0.05,"204,106,615.23","3,371,991.00",60.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOV,DOVER CORP,Industrials,Equity,"203,873,125.36",0.05,"203,873,125.36","1,350,332.00",150.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETR,ENTERGY CORP,Utilities,Equity,"203,376,512.34",0.05,"203,376,512.34","2,041,318.00",99.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
RJF,RAYMOND JAMES INC,Financials,Equity,"203,345,476.50",0.05,"203,345,476.50","1,813,965.00",112.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"202,533,745.92",0.05,"202,533,745.92","3,335,536.00",60.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"199,059,596.08",0.05,"199,059,596.08","3,775,789.00",52.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"197,874,153.26",0.05,"197,874,153.26","562,766.00",351.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"196,147,932.00",0.05,"196,147,932.00","2,464,170.00",79.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
PTC,PTC INC,Information Technology,Equity,"194,051,692.77",0.05,"194,051,692.77","1,147,081.00",169.17,United States,NASDAQ,USD,1,USD,-
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"192,301,354.72",0.05,"192,301,354.72","1,191,163.00",161.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"192,198,386.64",0.05,"192,198,386.64","455,468.00",421.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
FLT,FLEETCOR TECHNOLOGIES INC,Financials,Equity,"191,779,365.84",0.05,"191,779,365.84","696,974.00",275.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"191,716,954.76",0.05,"191,716,954.76","2,818,538.00",68.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"191,063,417.74",0.05,"191,063,417.74","1,286,969.00",148.46,United States,NASDAQ,USD,1,USD,-
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"190,944,199.92",0.05,"190,944,199.92","1,509,679.00",126.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"189,029,256.60",0.05,"189,029,256.60","4,897,131.00",38.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
INVH,INVITATION HOMES INC,Real Estate,Equity,"188,625,592.67",0.05,"188,625,592.67","5,552,711.00",33.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"188,307,612.46",0.05,"188,307,612.46","1,161,389.00",162.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
VTR,VENTAS REIT INC,Real Estate,Equity,"188,030,394.43",0.05,"188,030,394.43","3,884,123.00",48.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
PPL,PPL CORP,Utilities,Equity,"187,916,419.91",0.05,"187,916,419.91","7,115,351.00",26.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"186,240,009.45",0.05,"186,240,009.45","1,477,509.00",126.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"185,199,378.70",0.05,"185,199,378.70","1,353,302.00",136.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRGP,TARGA RESOURCES CORP,Energy,Equity,"184,629,269.24",0.05,"184,629,269.24","2,152,358.00",85.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAT,WATERS CORP,Health Care,Equity,"184,491,705.00",0.05,"184,491,705.00","570,740.00",323.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTRA,COTERRA ENERGY INC,Energy,Equity,"183,189,984.00",0.05,"183,189,984.00","7,260,800.00",25.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
AEE,AMEREN CORP,Utilities,Equity,"182,849,622.72",0.05,"182,849,622.72","2,538,168.00",72.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
NDAQ,NASDAQ INC,Financials,Equity,"181,218,377.70",0.05,"181,218,377.70","3,285,918.00",55.15,United States,NASDAQ,USD,1,USD,-
LH,LABORATORY CORPORATION OF AMERICA,Health Care,Equity,"180,451,650.13",0.05,"180,451,650.13","819,527.00",220.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
FE,FIRSTENERGY CORP,Utilities,Equity,"180,409,176.64",0.05,"180,409,176.64","4,985,056.00",36.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"180,191,531.52",0.05,"180,191,531.52","687,544.00",262.08,United States,NASDAQ,USD,1,USD,-
NTAP,NETAPP INC,Information Technology,Equity,"179,232,367.76",0.05,"179,232,367.76","2,015,432.00",88.93,United States,NASDAQ,USD,1,USD,-
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"177,393,797.90",0.05,"177,393,797.90","1,018,919.00",174.1,United States,Cboe BZX formerly known as BATS,USD,1,USD,-
STLD,STEEL DYNAMICS INC,Materials,Equity,"176,588,351.82",0.05,"176,588,351.82","1,468,266.00",120.27,United States,NASDAQ,USD,1,USD,-
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"176,030,719.74",0.05,"176,030,719.74","1,403,418.00",125.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"175,807,954.20",0.05,"175,807,954.20","6,921,573.00",25.4,United States,NASDAQ,USD,1,USD,-
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"175,735,339.78",0.05,"175,735,339.78","9,725,254.00",18.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
